,path,filename,subfolder,ichan,names,units,desc,mean,max,min,std,1%,50%,99%,del3,del4,del5,del8,del10,del12
0,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,1,Time,s,Time,400.00500000000005,700.0,100.01,173.2065241265467,106.0099,400.005,694.0001,56.461220696832804,101.94095564658248,145.3141021479786,247.3126644116573,295.27446240365197,332.31165620359167
1,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,2,bea1 angle,deg,shaft_rot angle,180.1266991204918,359.9962158203125,0.008068707771599293,103.91475628253627,3.6211220264434814,180.21095275878906,356.40474182128906,193.2263270691168,225.7118914264146,247.777002873505,285.0013869529354,298.6204220397909,308.062487029229
2,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,3,bea1 angle_speed,rpm,shaft_rot angle speed,9.309915565506618,9.869481086730957,7.005789756774902,0.6147203399757569,7.083791918754578,9.55240249633789,9.81769061088562,0.3399576759720523,0.5694465580603684,0.7819837784647977,1.263331252090937,1.4830144017862088,1.6505327018115448
3,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,4,bea2 angle,deg,pitch1 angle,3.4985742148555805,9.126925468444824,-0.012044033035635948,3.132052699803621,-3.170307172695175e-05,3.161489248275757,8.895601196289062,1.2344332980923691,1.9655012526204056,2.62017782646263,4.077413229451765,4.744179314838725,5.257665009110692
4,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,5,bea2 angle_speed,deg/s,pitch1 angle speed,0.00022572837634530363,0.8999794721603394,-0.7597276568412781,0.2225562035558747,-0.5375773286819459,-7.539898888353491e-06,0.6203580981492999,0.4174895954161908,0.5229039667207954,0.6154606034806159,0.8272772210823847,0.9275278018821118,1.0061929754650534
5,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,6,bea2 angle,deg,pitch2 angle,3.498574630457804,9.126824378967285,-0.01187101285904646,3.1320523447390283,-2.4573691916884854e-05,3.1614623069763184,8.895640811920167,1.234394046933847,1.9654422391203656,2.6200992367242,4.077290933570374,4.744037020310781,5.257507313351128
6,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,7,bea2 angle_speed,deg/s,pitch2 angle speed,0.00022657865924178395,0.8998585343360901,-0.7596282362937927,0.2224478011694217,-0.537592950463295,7.319825385820877e-07,0.6201550102233891,0.4171738333244739,0.5226906066521975,0.6153091839959044,0.8271621654291638,0.9274038826596915,1.006059278411218
7,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,8,bea2 angle,deg,pitch3 angle,3.498578472914246,9.126852989196777,-0.011930393055081367,3.1320483177141245,-1.0388857845100574e-06,3.1614848375320435,8.895667514801026,1.2344059320939056,1.9654611630577061,2.6201244639187697,4.07733019109553,4.744082697490972,5.257557934395585
8,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,9,bea2 angle_speed,deg/s,pitch3 angle speed,0.00022577136187703674,0.8998701572418213,-0.7596309781074524,0.22246292518256888,-0.537596265077591,-3.788632284340565e-06,0.6201390957832341,0.4172224896731402,0.5227098592881794,0.6153184662824476,0.8271693686129566,0.9274119120874205,1.0060679870451013
9,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,10,Omega,rad/s,Rotor speed,0.9749336500982444,1.0330113172531128,0.7337563037872314,0.06436834415485145,0.7420590090751648,1.0003507733345032,1.0281313669681549,0.035161011474131545,0.05894880940365032,0.08097183448729045,0.13091412997537327,0.1537575884593049,0.171210970785394
10,res_turb/tcb/group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,group7_3B_design_A4_turb_tcb_12.0_28080.hdf5,.,11,Ae rot. torque,kNm,Aero rotor torque,9910.591482657877,13648.0244140625,4165.33349609375,1549.2771977568384,5199.886303710938,10188.908203125,12521.901044921875,2356.6826612790687,2747.4245095786528,3172.792305143542,4419.858057071103,5083.934558489668,5611.132221945124
