,path,filename,subfolder,ichan,names,units,desc,mean,max,min,std,1%,50%,99%,del3,del4,del5,del8,del10,del12
0,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,1,Time,s,Time,400.00500000000005,700.0,100.01,173.2065241265467,106.0099,400.005,694.0001,56.461220696832804,101.94095564658248,145.3141021479786,247.3126644116573,295.27446240365197,332.31165620359167
1,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,2,bea1 angle,deg,shaft_rot angle,180.07037428985086,359.9989318847656,0.0003319324168842286,103.82530334608079,3.5873163437843325,180.35487365722656,356.4061010742187,188.20656015837872,221.28220426451276,243.8737012886711,282.193631043912,296.27139319051275,306.0471677689788
2,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,3,bea1 angle_speed,rpm,shaft_rot angle speed,8.62026639401118,9.17257308959961,7.971778392791748,0.21292282657780456,8.12009702682495,8.604192733764648,9.075701122283936,0.24109464211325546,0.3273491352520211,0.4037135173254524,0.5724938913191764,0.6510542478940469,0.712721968545565
3,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,4,bea2 angle,deg,pitch1 angle,15.735587908871969,20.72441864013672,9.239584922790527,2.3957209119767997,9.957786884307861,15.896525382995605,20.440346450805666,1.5633196075976932,2.457650770954506,3.270353847776036,5.121987117499463,5.978719082254925,6.637150014571764
4,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,5,bea2 angle_speed,deg/s,pitch1 angle speed,3.6435866888374825e-05,0.9254820346832275,-0.899823784828186,0.304787289616688,-0.6621880811452866,-0.004211102612316608,0.7465845745801928,0.5795043116843113,0.6922518037598434,0.7879204580648024,1.004865928039652,1.1085300304041708,1.190153236684685
5,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,6,bea2 angle,deg,pitch2 angle,15.735588938601811,20.72426986694336,9.239814758300781,2.3957163043482415,9.957860145568848,15.896506786346436,20.440541439056396,1.5632487877794654,2.457568580117534,3.270245979624417,5.121818266212512,5.978521987970691,6.636931214472038
6,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,7,bea2 angle_speed,deg/s,pitch2 angle speed,3.606862753024416e-05,0.9253764152526855,-0.8996750116348267,0.3046294972152023,-0.6620666462182999,-0.0042075361125171185,0.746364548802376,0.5790516830467596,0.6917754735436241,0.7874550881195678,1.0045253286428475,1.1082619082333116,1.1899280935237966
7,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,8,bea2 angle,deg,pitch3 angle,15.735588786458969,20.72429847717285,9.239768028259277,2.3957168816791,9.957823991775513,15.89650821685791,20.440456733703613,1.5632590429971656,2.457584702247933,3.2702674330774544,5.121851866341775,5.978561208243875,6.636974754038482
8,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,9,bea2 angle_speed,deg/s,pitch3 angle speed,3.6056336995883e-05,0.9253804683685303,-0.8996654748916626,0.304650995937623,-0.6620564538240433,-0.0041937383357435465,0.7463690829277041,0.5791418660666285,0.6918396928202445,0.7874933789841045,1.0045277905407353,1.1082597181424532,1.1899247341768389
9,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,10,Omega,rad/s,Rotor speed,0.9027149670054515,0.9583122730255127,0.8352784514427185,0.02222512160938372,0.8504478973150253,0.9011256992816925,0.9502815043926239,0.024174109602114267,0.03320318015953788,0.04107715889963204,0.05855397428465019,0.06679221130072253,0.07330102871487579
10,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,11,Ae rot. torque,kNm,Aero rotor torque,11791.467748339845,18975.228515625,4767.5361328125,1944.8854745438955,7377.34826171875,11763.18310546875,16374.219414062503,4754.708106334337,5446.034794402398,6043.830507345736,7480.334011813876,8230.182337516395,8855.220370609397
11,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,12,Ae rot. power,kW,Aero rotor power,10637.552919506836,17550.51171875,4331.6513671875,1734.8422667362213,6687.666303710937,10624.654296875,14744.365371093752,4289.289756630829,4915.196817253374,5458.455101830048,6778.135958150733,7477.529858579077,8065.023266953551
12,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,13,Ae rot. thrust,kN,Aero rotor thrust,667.8528353469849,1084.41259765625,318.8707580566406,111.94996605655216,423.64491790771484,664.8092956542969,948.0840191650392,206.90459673803028,242.8999157201613,276.56697863519094,364.61172257541966,411.68009512423174,450.23529475200417
13,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,14,"WSP gl. coo.,Vx",m/s,"Free wind speed Vx, gl. coo, of gl. pos    0.00,   0.00,-119.00",4.282604992719522e-08,5.591996669769287,-6.489548206329346,1.9391326967097418,-4.709558887481689,0.029344752430915833,4.4634123611450205,2.623858238820796,3.4087791154912748,4.11191418390155,5.785399880687896,6.596529069807149,7.22988387894772
14,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,15,"WSP gl. coo.,Vy",m/s,"Free wind speed Vy, gl. coo, of gl. pos    0.00,   0.00,-119.00",19.000000328890483,28.34956169128418,11.597673416137695,3.1919469132149905,12.76446102142334,18.87345314025879,26.105757484436037,2.976191518159665,4.19587616963405,5.307370488326099,7.845885109400922,9.01880463512668,9.919419732442199
15,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,16,"WSP gl. coo.,Vz",m/s,"Free wind speed Vz, gl. coo, of gl. pos    0.00,   0.00,-119.00",4.530315169783231e-08,3.710391044616699,-3.6518263816833496,1.2436296117139611,-2.73321590423584,-0.013708936981856823,2.807088353633882,1.879857949242612,2.3385031796872444,2.7336896837092963,3.647221894197897,4.092483357272945,4.446023398758492
16,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,17,"WSP gl. coo.,Abs_vhor",m/s,"Free wind speed Abs_vhor, gl. coo, of gl. pos    0.00,   0.00,-119.00",19.101354043515524,28.349740982055664,11.930397987365723,3.1759985490957505,12.825533714294433,18.947145462036133,26.16473556518555,2.9759321315574088,4.18966349726604,5.2927799973113,7.80192409509673,8.956742949147941,9.841165052159011
17,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,18,"WSP gl. coo.,Vdir_hor",deg,"Free wind speed Vdir_hor, gl. coo, of gl. pos    0.00,   0.00,-119.00",-0.0703367784164099,19.16977310180664,-20.438718795776367,6.054513922288948,-14.297137079238892,-0.08878867328166962,14.521079883575448,8.14589109323337,10.617531963603533,12.839190026442598,18.25929420911444,20.9880911714856,23.16153055897944
18,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,19,Mx coo: tower,kNm,MomentMx Mbdy:tower nodenr:   1 coo: tower  tower base,83423.92811354167,139646.625,31244.46484375,17473.37460243271,44358.1836328125,82900.19921875,125341.68945312501,36529.228028718106,42665.334848102146,47738.214055809854,59231.91126242115,64915.350356398536,69516.16227984424
19,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,20,My coo: tower,kNm,MomentMy Mbdy:tower nodenr:   1 coo: tower  tower base,16934.6113062019,51066.2734375,-18187.912109375,11351.710471950159,-8666.50654296875,17112.7763671875,42424.12050781251,22151.006329749158,26360.606877017424,29732.421302511793,37022.59407782806,40474.716132014844,43235.804441474706
20,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,21,Mz coo: tower,kNm,MomentMz Mbdy:tower nodenr:   1 coo: tower  tower base,-1119.2312776044612,21734.466796875,-21134.775390625,6821.3680060800425,-15458.5148828125,-1399.7234497070312,15171.620390625003,11497.398413274008,13723.26483058008,15891.418846427378,21394.981463624637,24101.657413691428,26216.198701190053
21,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,22,Mx coo: tower,kNm,MomentMx Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,1702.151199083029,19900.99609375,-19808.53125,5496.448829164121,-11127.71703125,1627.1552124023438,14888.926054687501,10999.001748188122,12666.269108153898,14297.151838280888,18798.729928497873,21222.46894600733,23186.546439798676
22,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,23,My coo: tower,kNm,MomentMy Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,12106.870176513672,14307.4736328125,9852.9091796875,708.1351225309297,10477.036591796876,12127.03466796875,13617.607939453126,1173.1788102054127,1418.4371748835144,1648.1215799234078,2203.8196363235165,2471.133073051955,2680.7627224519324
23,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,24,Mz coo: tower,kNm,MomentMz Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,-1119.2059671197653,21611.81640625,-21079.87890625,6803.626618563218,-15393.223818359374,-1401.046875,15104.918710937502,11384.342770351439,13621.808772305494,15798.49678218248,21301.93161297194,24000.544208970718,26107.234234889573
24,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,25,Mx coo: shaft,kNm,MomentMx Mbdy:shaft nodenr:   4 coo: shaft  main bearing,75.53608781829271,23140.201171875,-18465.44140625,6400.230573520975,-13541.4737109375,-76.83865356445312,14711.304960937512,13303.142042651281,15887.5407465223,17962.66338586528,22422.844195771824,24556.63428852796,26279.506630981956
25,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,26,My coo: shaft,kNm,MomentMy Mbdy:shaft nodenr:   4 coo: shaft  main bearing,8.821825459901895,21165.955078125,-20069.376953125,6362.352369010365,-13731.7555078125,84.91091537475586,14333.30763671876,12829.56473631445,15308.784123914253,17308.759665545113,21637.227888845635,23727.626801839964,25434.14168129469
26,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,27,Mz coo: shaft,kNm,MomentMz Mbdy:shaft nodenr:   4 coo: shaft  main bearing,-11791.102113232422,-10834.2177734375,-12895.5390625,319.0357470370497,-12558.601875,-11799.13427734375,-11078.438076171875,589.0880967605358,660.0040459415308,751.2563000018503,1008.2360002524896,1137.0088679849307,1238.6620203140064
27,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,28,Mx coo: hub1,kNm,MomentMx Mbdy:blade1 nodenr:   1 coo: hub1  blade1 root ipop,-13902.872039290583,5163.94091796875,-31616.955078125,5609.565027869463,-26160.2570703125,-13897.4423828125,-871.7839465332012,10844.58938618367,13026.691702241691,14816.772959753795,18930.823928408347,21050.479651926405,22799.747061151953
28,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,29,My coo: hub1,kNm,MomentMy Mbdy:blade1 nodenr:   1 coo: hub1  blade1 root ipop,3701.7172080744162,23251.72265625,-14156.9443359375,9365.441843899496,-11483.8050390625,3475.20166015625,19661.152910156252,15084.842405232477,17844.878456687675,19789.355685064987,23308.736755856422,24740.623838941458,25820.06945636504
29,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,30,Mz coo: hub1,kNm,MomentMz Mbdy:blade1 nodenr:   1 coo: hub1  blade1 root ipop,-27.326474302657864,183.80429077148438,-302.8113708496094,98.72941180566121,-238.5852735900879,-11.513717651367188,148.31454467773438,177.81126850203648,211.4919869707274,236.58256011404603,285.40264224276626,306.9997423180599,324.1246926435017
30,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,31,Mx coo: hub2,kNm,MomentMx Mbdy:blade2 nodenr:   1 coo: hub2  blade2 root ipop,-13845.439563997767,4699.54638671875,-29631.689453125,5567.343413802317,-26128.6741796875,-13981.6552734375,-530.664678344708,10495.39210509494,12529.940295171453,14152.18463170496,17694.791610688586,19474.837392143654,20974.288352030693
31,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,32,My coo: hub2,kNm,MomentMy Mbdy:blade2 nodenr:   1 coo: hub2  blade2 root ipop,3724.315861478039,22361.7578125,-14827.375,9372.887980612217,-11365.37931640625,3734.5413818359375,19469.43830078125,14985.842548911074,17714.01552872915,19628.115880160934,23074.971787837607,24476.94228499954,25540.424479306097
32,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,33,Mz coo: hub2,kNm,MomentMz Mbdy:blade2 nodenr:   1 coo: hub2  blade2 root ipop,-27.270228472785774,191.27481079101562,-350.9413146972656,98.63214116339205,-246.41118560791017,-12.268639087677002,143.50059509277344,180.0464754166995,214.82002541344048,240.92793905525426,293.05351742554586,317.2944711674259,337.3674827825221
33,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,34,Mx coo: hub3,kNm,MomentMx Mbdy:blade3 nodenr:   1 coo: hub3  blade3 root ipop,-13842.672210219047,5305.9912109375,-30973.1796875,5550.356299662678,-25832.63107421875,-14168.37158203125,-570.7489978027314,10579.336543206164,12685.130518429392,14388.257342460067,18157.952934665584,20044.737951911662,21616.29781412928
34,res_turb/tca/group7_3B_design_A4_turb_tca_19.0_28746.hdf5,group7_3B_design_A4_turb_tca_19.0_28746.hdf5,.,35,My coo: hub3,kNm,MomentMy Mbdy:blade3 nodenr:   1 coo: hub3  blade3 root ipop,3682.2276437499245,22180.34375,-14046.076171875,9359.773716032683,-11770.469912109374,3454.0753173828125,19259.9623828125,15105.768273404192,17858.74360946063,19791.17275801117,23263.671828356648,24661.340720429554,25705.969561176425
