1 number of sets
#1
$1  51
0.000000000000000000e+00 1.277862843165059076e+03 -4.351650328425362736e-03 -3.633830629414302148e-03 1.890493339149937890e+00 1.829598352957860996e+00 -2.994930214219554236e-03 -9.805022143413699362e-03 1.261237767420000076e+10 2.526806621369999886e+09 5.661511641467574130e+00 5.582730635360690030e+00 1.253989419569929886e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.514960045260276500e+00 0.000000000000000000e+00 -5.043911009049156270e-03 -3.347797980629806103e-03
2.088700290238977963e+00 1.280153598714622149e+03 -5.642519183624819697e-03 -3.779180457995217745e-03 1.891243996828013030e+00 1.829336367473240132e+00 -3.708816432390497301e-03 -9.951850536095792690e-03 1.264187641729999924e+10 2.527648248869999886e+09 5.676028433284241892e+00 5.579312627201963082e+00 1.254585334646534633e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.516178549514000329e+00 0.000000000000000000e+00 -6.501640307820979146e-03 -3.419922681979526390e-03
3.878875641219008408e+00 1.292103873566155244e+03 -1.218696454867038495e-02 -5.905113478143072039e-03 1.885941647996471238e+00 1.823983499156983212e+00 -1.655107968204882216e-03 -8.787546728815591457e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.810726380573016492e+00 5.638398891722074424e+00 1.271441632551157674e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.552579575892816477e+00 0.000000000000000000e+00 -6.350196761907501292e-03 -4.262173011072611754e-03
5.668885156526928704e+00 1.258500408970815897e+03 -1.791663768207664778e-02 -5.605941986062468359e-03 1.858084117436605620e+00 1.811373160020766315e+00 6.481355266300384797e-03 5.135070923717070107e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.633664404369439715e+00 5.440564873824135006e+00 1.216495168375305624e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.539386283158776569e+00 0.000000000000000000e+00 -1.665453360453642701e-02 -4.632601423961464106e-03
7.458925766023368098e+00 1.196339100833694147e+03 -1.477926277352812224e-03 -8.531359108677643785e-03 1.799042105734965924e+00 1.784292141842719115e+00 3.874224608372392464e-02 1.151791245602520712e-02 1.144143774639999962e+10 2.208310035219999790e+09 5.502926103386353240e+00 5.350607142996258503e+00 1.157090697645823418e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.581976777581463489e+00 0.000000000000000000e+00 1.402858338445390693e-02 -5.437083949395265202e-03
9.248966375519810157e+00 1.127248999966601332e+03 1.985918780718257462e-02 -3.771270257254662629e-03 1.677753480033015165e+00 1.782332158080996320e+00 1.162455582375235830e-01 3.842123764507118094e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.646787567785684026e+00 5.359116186199960552e+00 1.017038811237121365e+01 5.857277187149999564e-01 5.847446280529999818e-01 1.565421301166142420e+00 -4.280395488900000345e+01 4.234425876604503564e-02 2.600902854256026582e-03
1.103874786677857678e+01 1.047020158966273812e+03 1.016931965466334048e-01 4.107549042147136745e-03 1.569414253650968538e+00 1.726485714676143646e+00 3.014832286053612531e-01 6.989318936885087485e-02 1.016250274789999962e+10 1.902067135509999990e+09 4.064725430815407492e+00 4.989619986995465162e+00 8.476005304576322175e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.567530701665549975e+00 -3.590939731059999929e+01 1.414851026735627348e-01 8.362559995798267073e-03
1.282738923779157858e+01 9.762397615701969471e+02 1.618595872420659776e-01 1.288186844894589032e-02 1.434210795161329655e+00 1.691346295299555713e+00 5.175212105689995790e-01 1.037989498896390028e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.383580655968098760e+00 4.513191401357348198e+00 6.528109398783063178e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.536628893395820095e+00 -2.573682825819999920e+01 2.115518700903527838e-01 1.138838485135579108e-02
1.461862179118131877e+01 9.334081701585183737e+02 2.636046305937346790e-01 2.286911388878177728e-02 1.295400997602436099e+00 1.666347539204543260e+00 7.818330160600933665e-01 9.483334468630452707e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.804420935153585148e+00 4.173396139957081807e+00 5.027175611145674239e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.524916396813780439e+00 -1.892689441370000125e+01 3.216777420639588825e-01 1.701918757150987227e-02
1.611114284018098530e+01 9.083082355707642819e+02 3.334371652489720450e-01 3.162014490520662080e-02 1.195854211113513088e+00 1.658237464076985912e+00 9.686735355273490278e-01 9.954135534910259209e-02 9.374648500680000305e+09 1.739422962509999990e+09 2.354314007961137989e+00 3.910611369307773977e+00 3.999602379936800567e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.477834623422142002e+00 -1.427625253639999947e+01 3.999847472010810145e-01 2.356982719403409934e-02
1.834360192868125239e+01 8.327272749996910761e+02 3.992245665432397894e-01 3.310752368685997149e-02 1.089204754605283654e+00 1.650179439149220606e+00 1.129223434192174746e+00 1.074427154156820802e-01 8.624632891030000687e+09 1.589827470799999952e+09 1.978632553482389422e+00 3.680059478679480911e+00 2.941304595258112276e+00 5.779910263080000332e-01 3.366770238119999870e-01 1.455573707243872361e+00 -1.097380596770000061e+01 5.013564429659609356e-01 2.246838022615249911e-02
2.014043143600473584e+01 7.904455050164066279e+02 4.409992566108777989e-01 3.946479522347508956e-02 1.029457314243474864e+00 1.656955918672538886e+00 1.132188861215782438e+00 1.266576095474016006e-01 8.437603185710000038e+09 1.562263152289999962e+09 1.730875072775450274e+00 3.471938238670853050e+00 2.475261792573100195e+00 5.429976056059999667e-01 3.333834705290000255e-01 1.401951839005355582e+00 -8.868245655100000846e+00 5.705189780898726193e-01 2.970977392052153582e-02
