1 
1  40
0               5.5762245       1               1       ;
2.9021243       5.5762245       1.0             1       ;
5.1944176       5.5977961       1.0             1       ;
7.4867109       5.6566739       0.96915         1       ;
9.7790042       5.7441026       0.95291         1       ;
12.0712975      5.8513266       0.9281212       1       ;
14.3635908      5.9695905       0.8945484       1       ;
16.6558842      6.0901389       0.850999        1       ;
18.9481775      6.2042163       0.7966391       1       ;
21.2404708      6.3030672       0.7315911       1       ;
23.5327641      6.3779363       0.6589363       1       ;
25.8250574      6.420068        0.586534        1       ;
28.1173507      6.420707        0.52366         1       ;
30.409644       6.3710977       0.4720667       1       ;
32.7019374      6.2624848       0.4299998       1       ;
34.9942307      6.0861128       0.3932486       1       ;
37.286524       5.8332262       0.3604643       1       ;
39.5788173      5.5220428       0.3311291       1       ;
41.8711106      5.2342304       0.3042245       1       ;
44.1634039      4.9687523       0.2791438       1       ;
46.4556973      4.7193085       0.2560791       1       ;
48.7479906      4.4779584       0.2351207       1       ;
51.0402839      4.2450626       0.2162894       1       ;
53.3325772      4.0284897       0.199516        1       ;
55.6248705      3.8313394       0.1846928       1       ;
57.9171638      3.6539075       0.1716064       1       ;
60.2094571      3.4953113       0.1600276       1       ;
62.5017505      3.3534821       0.1494558       1       ;
64.7940438      3.2291594       0.1395874       1       ;
67.0863371      3.1173231       0.1304894       1       ;
69.3786304      3.009117        0.1221798       1       ;
71.6709237      2.9025468       0.1146542       1       ;
73.963217       2.7949891       0.107899        1       ;
76.2555103      2.6828379       0.1015067       1       ;
78.5478037      2.5609707       0.0948546       1       ;
80.840097       2.4219072       0.0877455       1       ;
83.1323903      2.2543823       0.0802422       1       ;
85.4246836      2.0405566       0.0717311       1       ;
87.7169769      1.7659423       0.0620777       1       ;
90.0092702      1.4506774       0.0509952       1       ;
